supply_portion,buying_number_limit,application_percentage,consumer mask mean,consumer mask std,consumer wanted mean,consumer wanted std,store mask mean,store mask std
0.9,50.0,0.0,70.85520555087626,45.467959086851984,89.91345691556467,73.32882753986647,0.0,0.0
0.9,50.0,25.0,75.21711777640989,47.57645507518456,80.30554770699887,75.62083602527491,0.0,0.0
0.9,50.0,50.0,80.46886151641789,48.52773903666458,68.46876047358207,76.32398486355974,0.0,0.0
0.9,50.0,75.0,83.93029403347519,48.9769574910847,65.43426305797028,75.62673877650296,0.0,0.0
0.9,50.0,100.0,70.07061870186301,45.257265378905764,92.5048837030947,70.54742948015377,0.0,0.0
0.9,100.0,0.0,88.19208224185074,54.40157822681645,72.70162953222062,75.95273861931638,0.0,0.0
0.9,100.0,25.0,92.0381731235694,56.17521169207216,66.68447786886894,76.74089368544092,0.0,0.0
0.9,100.0,50.0,94.6068548609386,57.613007358616535,62.959091219573395,76.0844936400003,0.0,0.0
0.9,100.0,75.0,95.3100974564987,56.88457072922622,61.56591802084235,76.27157551761299,0.0,0.0
0.9,100.0,100.0,86.92060839402258,54.67623207538663,73.42505533891732,76.10120205459316,0.0,0.0
0.9,150.0,0.0,101.37989447409949,62.760337623318854,62.88464848767001,77.54656275336832,0.0,0.0
0.9,150.0,25.0,104.6156124527832,63.77109480705218,58.313311711868685,76.35758768420077,0.0,0.0
0.9,150.0,50.0,106.48914449488579,64.52111815451606,55.91300337694948,76.86068190828765,0.0,0.0
0.9,150.0,75.0,106.70498255093092,65.43014770906012,57.74906330759618,77.35504864533193,0.0,0.0
0.9,150.0,100.0,100.63135186715378,63.76981275111547,63.91537064169486,77.58602140886552,0.0,0.0
0.9,1000.0,0.0,112.02666077074475,69.65049539978317,56.317676438982254,76.52000971478866,0.0,0.0
0.9,1000.0,25.0,114.40649926202919,68.7989943952127,53.32308629627054,75.70681711736428,0.0,0.0
0.9,1000.0,50.0,116.20427755780888,67.8970577678702,49.635176978367106,74.89729313053,0.0,0.0
0.9,1000.0,75.0,114.62474960280737,68.9387431165343,52.38984701555764,75.8301652072113,0.0,0.0
0.9,1000.0,100.0,111.66708968709018,69.87618395904938,58.245964539787884,77.22922620843008,0.0,0.0
1.0,50.0,0.0,96.50735020967232,40.35378666614602,49.645865556768854,60.572510093212635,0.0,0.0
1.0,50.0,25.0,98.5975134388039,40.82552660102453,41.01918364050306,58.17702540843748,0.0,0.0
1.0,50.0,50.0,101.20057415694585,41.42976159613999,35.7296817076082,56.75833068713249,0.0,0.0
1.0,50.0,75.0,104.66653148184905,42.061875906777935,30.642624394889918,56.03671369429068,0.0,0.0
1.0,50.0,100.0,96.05739245355811,38.76889041334392,47.82220470314752,57.67788962579905,0.0,0.0
1.0,100.0,0.0,110.30027556713424,49.548239497437635,39.59425826544551,60.33738677604274,0.0,0.0
1.0,100.0,25.0,113.45721740405371,49.599986917091805,34.838937041352395,57.83444948415998,0.0,0.0
1.0,100.0,50.0,115.33870710949168,49.88268086621176,33.03127963488743,58.03446619273776,0.0,0.0
1.0,100.0,75.0,117.64621776671459,49.51063858765017,28.89618121938571,55.075296646456614,0.0,0.0
1.0,100.0,100.0,110.20429099832047,49.39203416005301,41.624471607390625,60.40463637493439,0.0,0.0
1.0,150.0,0.0,121.65848805921182,58.341619486839654,36.82567382802922,61.85877194176285,0.0,0.0
1.0,150.0,25.0,124.25241470494161,54.855965725016354,30.08476753453424,57.199149254818906,0.0,0.0
1.0,150.0,50.0,126.6299769530757,54.89455935622038,26.185517244004814,55.313148418923845,0.0,0.0
1.0,150.0,75.0,127.5002507428254,56.15100153571441,26.424881539570027,55.255440561744685,0.0,0.0
1.0,150.0,100.0,121.74876483463406,57.8526780984233,36.83920856013446,61.960113469543025,0.0,0.0
1.0,1000.0,0.0,130.72657345382584,57.85145709537818,28.96085063578222,55.36338795849242,0.0,0.0
1.0,1000.0,25.0,131.85470201879858,56.36949131287142,25.183233936837954,52.671586074356775,0.0,0.0
1.0,1000.0,50.0,132.9337711258045,51.08125117926509,17.692175247118396,43.68062831919563,0.0,0.0
1.0,1000.0,75.0,134.87558749923076,56.099025304336635,21.62283805462528,51.19360644164768,0.0,0.0
1.0,1000.0,100.0,129.9176837470776,59.302387405999525,31.47767235010977,56.89999969007704,0.0,0.0
1.05,50.0,0.0,113.61748216726544,33.32489839474076,11.262139877757653,29.70951526630931,52.724370584223756,118.50739681009615
1.05,50.0,25.0,114.13538868907158,34.88483507668197,14.270262508586166,34.77864036420963,22.943186935555797,57.39022023433295
1.05,50.0,50.0,116.34491122910816,33.30296919655881,6.986897848727213,23.722770164799698,44.04653573974358,93.44957923083177
1.05,50.0,75.0,117.75825760506461,33.60500333474943,6.304681129020761,23.252858682777823,26.773772663082088,67.15338155039973
1.05,50.0,100.0,113.2516367020125,33.52389007736283,12.600994970829609,29.82711858721983,0.0,0.0
1.05,100.0,0.0,124.25814618395816,43.474337873536435,19.251624070150953,41.755906494864554,1.3112458919811145,3.9337376759433433
1.05,100.0,25.0,126.63350336065143,40.67770194212712,10.485523460489228,31.37128912992706,20.841126686603555,52.935527634951434
1.05,100.0,50.0,128.42569206171018,38.565260163702504,5.280994958008956,21.102416056374484,58.87213086887024,112.5649845106182
