supply_portion,buying_number_limit,application_percentage,consumer mask mean,consumer mask std,consumer wanted mean,consumer wanted std,store mask mean,store mask std
0.9,50.0,0.0,76.54330226228517,43.78147501915754,81.73553924670416,70.95074302014372,0.0,0.0
0.9,50.0,25.0,78.80319213276965,45.7510842254711,74.31513181479595,73.52298414906335,0.0,0.0
0.9,50.0,50.0,79.77592942931848,48.39600640483496,71.26242774804312,76.02962971559373,0.0,0.0
0.9,50.0,75.0,79.3207818634428,47.398686730823556,75.12179772876326,74.5203873767269,0.0,0.0
0.9,50.0,100.0,76.15107261551684,43.24441172882303,82.57083323189583,70.63823868262314,0.0,0.0
0.9,100.0,0.0,83.8767296629486,55.9808551576614,77.54761948455784,78.89169669493346,0.0,0.0
0.9,100.0,25.0,84.7912955233539,57.61392565665911,75.66126848527593,81.4902360919156,0.0,0.0
0.9,100.0,50.0,85.54867149206126,57.65063129652709,73.53666821751962,80.9313821496456,0.0,0.0
0.9,100.0,75.0,84.78833882329803,56.81858844582738,75.08080537559813,80.49693983710046,0.0,0.0
0.9,100.0,100.0,83.83261662661235,53.840195550706575,75.55370327873135,78.45588722480926,0.0,0.0
0.9,150.0,0.0,89.63226084973867,66.89096064004063,77.56238369980183,85.47026937160113,0.0,0.0
0.9,150.0,25.0,91.24960625467376,68.58143579292785,76.16203922146734,86.85116092598192,0.0,0.0
0.9,150.0,50.0,90.23943221230519,68.56453582560962,76.15361496340643,87.62809404176505,0.0,0.0
0.9,150.0,75.0,90.51979740903941,67.48063555443677,77.3363070307478,86.47301117636904,0.0,0.0
0.9,150.0,100.0,89.47611920642119,65.84727330716844,77.95317435813304,85.11034434198072,0.0,0.0
0.9,1000.0,0.0,93.23657688553347,79.86867297365039,82.83582120770588,90.7019046396755,0.0,0.0
0.9,1000.0,25.0,92.92530101118746,80.2006461952152,83.49707906011045,93.19989399199301,0.0,0.0
0.9,1000.0,50.0,93.61802848947893,79.67408152461392,82.73690326704191,92.3425747763355,0.0,0.0
0.9,1000.0,75.0,93.29910080660335,80.08865206677432,82.37664049801386,92.23966529902249,0.0,0.0
0.9,1000.0,100.0,92.28276231585893,80.35101274773649,84.40740647027985,91.86160417307023,0.0,0.0
1.0,50.0,0.0,88.46499347897812,41.98087997278546,62.959786750994475,66.67107570521661,0.0,0.0
1.0,50.0,25.0,90.3360997312082,43.83385004163704,54.80913266630119,67.6535454421242,0.0,0.0
1.0,50.0,50.0,91.09017679252008,45.43773309092725,51.33739918549001,68.35542573203573,0.0,0.0
1.0,50.0,75.0,90.66802876244685,45.85951309474857,54.57992179478833,70.20320994539473,0.0,0.0
1.0,50.0,100.0,90.48428498951864,40.46473391634685,57.06902743061744,63.33295469249745,0.0,0.0
1.0,100.0,0.0,95.83065313407447,52.1468668187676,59.19257882500211,71.72923951811923,0.0,0.0
1.0,100.0,25.0,96.0146205067852,55.404728427671465,58.68655520714689,75.14079347532498,0.0,0.0
1.0,100.0,50.0,96.10034077800911,56.45554188715672,58.67630155607452,75.95086794412299,0.0,0.0
1.0,100.0,75.0,96.58388245466233,56.170228918982794,57.07494115132331,74.73307293947563,0.0,0.0
1.0,100.0,100.0,94.89361185522682,53.51841157950025,61.08472048153495,73.15798815318688,0.0,0.0
