supply_portion,buying_number_limit,application_percentage,consumer mask mean,consumer mask std,consumer wanted mean,consumer wanted std,store mask mean,store mask std
0.9000000000000001,50.0,0.0,76.43552907397495,43.22027417279027,82.02638825318346,68.31492033628504,0.0,0.0
0.9000000000000001,50.0,25.0,77.65611186776178,46.777713332720445,76.27031786599852,74.81067789913848,0.0,0.0
0.9000000000000001,50.0,50.0,79.67244102638074,47.36702595313669,71.9611015501563,74.68476614711363,0.0,0.0
0.9000000000000001,50.0,75.0,76.02111122501249,45.13815029951779,77.19785214243701,72.27653442756971,0.0,0.0
0.9000000000000001,50.0,100.0,75.1887110920801,42.41922202363277,80.04046774128548,67.27429703097998,0.0,0.0
0.9000000000000001,100.0,0.0,81.41275919721146,52.60228471727995,77.55812507643068,76.7103906076326,0.3590375777037976,1.0771127331113926
0.9000000000000001,100.0,25.0,80.49270347386147,54.0061731822412,74.27976808177667,78.23463217786009,0.0,0.0
0.9000000000000001,100.0,50.0,81.52892823733406,55.95892296331226,77.25552792573617,81.88458862179772,0.0,0.0
0.9000000000000001,100.0,75.0,85.74196092037117,56.003549956392284,76.28402944140545,77.29446645414937,0.0,0.0
0.9000000000000001,100.0,100.0,82.48471549579413,52.07323507497898,77.35365976252905,74.80089157025945,0.0,0.0
0.9000000000000001,150.0,0.0,85.52619050962028,58.342772252207816,76.09091456774236,80.40889977920074,0.0,0.0
0.9000000000000001,150.0,25.0,85.3953321436667,60.88164194869563,75.54584934903363,83.83700864675232,0.0,0.0
0.9000000000000001,150.0,50.0,86.40547880052293,62.264286950178715,77.28205630657057,84.05748105734894,0.0,0.0
0.9000000000000001,150.0,75.0,86.36999862174295,60.78154250312785,76.86355579573606,81.18536784065805,0.0,0.0
0.9000000000000001,150.0,100.0,84.94991871530934,57.25681994294727,78.92922766670546,80.49965411400925,0.0,0.0
0.9000000000000001,1000.0,0.0,86.32127975841178,58.24898250840097,75.2865599820482,78.63183933062501,0.0,0.0
0.9000000000000001,1000.0,25.0,85.68581560478543,60.35093514198998,77.68143259799288,82.8707794284358,0.0,0.0
0.9000000000000001,1000.0,50.0,86.01613465952269,60.89362826248872,75.98401665693207,83.14340326630142,0.0,0.0
0.9000000000000001,1000.0,75.0,85.82025132540244,58.373817341227074,74.15895625403306,81.65825264754324,0.0,0.0
0.9000000000000001,1000.0,100.0,83.82931107657609,59.3363532958734,78.12471977519057,80.25420098304002,0.0,0.0
