supply_portion,buying_number_limit,application_percentage,consumer mask mean,consumer mask std,consumer wanted mean,consumer wanted std,store mask mean,store mask std
0.9000000000000001,50.0,0.0,69.86436725254887,44.82380924040024,91.4300290604027,71.00814736987539,0.3883615831694327,1.165084749508298
0.9000000000000001,50.0,25.0,75.42702635804093,47.976886198437796,81.60385343276371,73.9701599418638,0.0,0.0
0.9000000000000001,50.0,50.0,79.51563815551627,48.93934076490907,71.91122405385221,76.4329474067489,0.0,0.0
0.9000000000000001,50.0,75.0,79.08095273501485,47.75033250335026,70.74143026495598,73.52874348819995,0.0,0.0
0.9000000000000001,50.0,100.0,67.92012402916144,43.77380863935973,91.29938021875302,67.71461649532574,0.0,0.0
0.9000000000000001,100.0,0.0,82.67423964114735,52.589704197939355,74.72296386862376,74.83722870459368,0.22037374658158612,0.6611212397447583
0.9000000000000001,100.0,25.0,85.46185128626534,54.25790200591084,69.12104399037318,76.29625183605008,0.0,0.0
0.9000000000000001,100.0,50.0,91.44503107797728,55.41097414487598,61.1852810030191,76.14258426241449,0.0,0.0
0.9000000000000001,100.0,75.0,91.96948095479812,56.851523958168016,67.25071868874386,76.56455711109409,0.0,0.0
0.9000000000000001,100.0,100.0,83.20072033398847,52.565027331788734,77.99899613138496,73.09482390363942,0.0,0.0
0.9000000000000001,150.0,0.0,91.3902293313726,56.67452528164167,70.55546560194705,75.93431134868074,0.0,0.0
0.9000000000000001,150.0,25.0,93.18135562014203,59.33972758689144,67.74532684001359,76.65385272722548,0.0,0.0
0.9000000000000001,150.0,50.0,97.14520373970228,60.11132726599142,61.21059962129418,77.87180525221332,0.0,0.0
0.9000000000000001,150.0,75.0,95.71380255785466,58.67421724980429,64.58498966663201,77.76097231011178,0.0,0.0
0.9000000000000001,150.0,100.0,90.1847752846854,58.13921926939149,72.47648891784017,77.76276697888443,0.0,0.0
0.9000000000000001,1000.0,0.0,90.61779688349827,56.398365001182796,70.61573582768611,76.79566654085873,0.0,0.0
0.9000000000000001,1000.0,25.0,93.64680647610446,56.82954723446191,66.88121260204352,77.72484267398636,0.0,0.0
0.9000000000000001,1000.0,50.0,96.39457702048826,59.67567898573331,61.70665536653189,77.45640873314201,0.0,0.0
0.9000000000000001,1000.0,75.0,94.49253021569544,59.08687764860124,62.94959897393754,77.33706204428327,0.0,0.0
0.9000000000000001,1000.0,100.0,89.88414090044218,59.06274752027598,70.73350670706729,77.62451793251516,0.0,0.0
1.0,50.0,0.0,92.27004027422181,39.92852970230307,49.60623122467483,60.37099993120258,2.1937723175424475,6.5813169526273425
1.0,50.0,25.0,95.74304247160234,40.47006010749909,44.775367002904,58.95449753038709,0.0,0.0
1.0,50.0,50.0,97.87780840766902,42.332577738927895,41.157742094118284,60.25849115812507,0.7960829493087559,2.388248847926268
1.0,50.0,75.0,101.05289836247701,43.13912087932171,35.15005705535096,59.158953423387516,0.0,0.0
1.0,50.0,100.0,91.68261041408934,38.4222944815701,52.61107029699739,58.4305830140021,0.0,0.0
