supply_portion,buying_number_limit,application_percentage,consumer mask mean,consumer mask std,consumer wanted mean,consumer wanted std,store mask mean,store mask std
0.9000000000000001,50.0,0.0,72.54054107032952,44.97238986319491,88.86954063073651,70.27618785243064,0.0,0.0
0.9000000000000001,50.0,25.0,76.05349349835268,47.19542069527545,79.610255028258,73.64686325746193,0.0,0.0
0.9000000000000001,50.0,50.0,79.53130152925894,48.033085924847114,72.37453807806997,74.08014513112593,0.0,0.0
0.9000000000000001,50.0,75.0,76.91392488343567,47.81714938890779,75.28943390162502,74.20874608070596,0.0,0.0
0.9000000000000001,50.0,100.0,70.80629434116975,42.250477387059945,87.60389069233607,67.30370575651278,0.0,0.0
0.9000000000000001,100.0,0.0,82.19843547369256,53.04493485939206,76.16380794187016,74.37731501901627,0.0,0.0
0.9000000000000001,100.0,25.0,83.78217199446298,54.90336081309066,71.47933508555272,75.99101060454066,0.0,0.0
0.9000000000000001,100.0,50.0,87.7851245853648,56.90342285201267,69.74446107750359,78.8320983261177,0.0,0.0
0.9000000000000001,100.0,75.0,89.5065124874534,56.4261363622845,71.47390607157227,77.04858653441647,0.0,0.0
0.9000000000000001,100.0,100.0,83.13174870384847,50.879149557936785,78.66209568088567,72.58541088595597,0.0,0.0
0.9000000000000001,150.0,0.0,89.59698044516185,58.76881231685286,72.20710234961416,79.42575353481965,0.0,0.0
0.9000000000000001,150.0,25.0,90.78488560692345,59.865163841684556,70.44797106804012,78.21624471371318,0.0,0.0
0.9000000000000001,150.0,50.0,93.2487327347525,59.19599170711954,68.43873255503205,77.94483645404779,0.0,0.0
0.9000000000000001,150.0,75.0,92.28717345984441,60.474800507714484,68.11645203586879,79.61925565728117,0.0,0.0
0.9000000000000001,150.0,100.0,88.83963593843787,58.38009596406973,73.84878755590606,78.79480102217255,0.0,0.0
0.9000000000000001,1000.0,0.0,89.840926241083,58.655650503184155,70.98168535754768,76.87865981269255,0.0,0.0
0.9000000000000001,1000.0,25.0,91.25080445720488,59.61598896997839,69.63819152404704,79.44549115500396,0.0,0.0
0.9000000000000001,1000.0,50.0,93.11958626344709,59.5087133501753,65.81718937349366,79.42760137321413,0.0,0.0
0.9000000000000001,1000.0,75.0,91.16292062369209,59.177979119446924,67.6565067410324,79.39679952547155,0.0,0.0
0.9000000000000001,1000.0,100.0,87.80583520799436,56.92576088741829,71.40932503562365,77.39978079702014,0.0,0.0
1.0,50.0,0.0,89.93418278080418,42.4985812269139,53.13604168037002,62.208923993459884,0.0,0.0
1.0,50.0,25.0,92.97199541298245,41.69855045708504,48.11459403196643,61.7359065187198,1.1724175468716953,3.517252640615085
1.0,50.0,50.0,94.5033261470719,43.20000372315428,47.61612191352622,64.76688373300422,0.21487608042735618,0.6446282412820685
1.0,50.0,75.0,96.74997774863914,43.66635451272172,42.488069994933184,62.4408290172106,0.0,0.0
1.0,50.0,100.0,89.47853210480838,39.13021804917704,54.54637702461217,59.67231899920877,0.0,0.0
1.0,100.0,0.0,99.68095724415392,49.65159866464146,53.37547735530146,65.11020038923414,0.11734406809137496,0.3520322042741249
1.0,100.0,25.0,102.88540817505941,51.43816153304577,49.617942592918176,65.89963286438082,0.5307194826192401,1.59215844785772
1.0,100.0,50.0,100.58029221333882,52.9395274576583,49.02610060927751,68.10837123279015,0.0,0.0
1.0,100.0,75.0,102.90055070836793,52.09608471613865,43.90972965757244,65.71930367208756,0.0,0.0
1.0,100.0,100.0,97.90771036710994,49.941138889043245,54.833162054832755,65.6682451620525,0.0,0.0
1.0,150.0,0.0,105.29920162492631,55.522791517491456,49.78398542904898,67.84941248890962,0.0,0.0
1.0,150.0,25.0,108.62535123056163,56.30385571349332,46.94500396789629,68.0344274937639,0.0,0.0
1.0,150.0,50.0,109.245666329891,56.277518743452234,42.74570350553674,67.71357393871526,0.0,0.0
1.0,150.0,75.0,109.65617358513347,56.91139114563574,45.519902898869745,67.7109624972718,0.0,0.0
1.0,150.0,100.0,103.97274800450973,56.13059396199169,52.90140902620648,69.24901567035843,0.0,0.0
1.0,1000.0,0.0,107.01732474212581,54.69308048332541,49.33526476637285,67.71361257559947,1.6436829092155354,4.931048727646606
1.0,1000.0,25.0,108.2307586472509,56.24358341933945,46.85688837162913,67.88207063868381,0.0,0.0
1.0,1000.0,50.0,109.58070213909335,59.03060551624564,44.980064843500976,69.04260395478023,0.0,0.0
1.0,1000.0,75.0,108.39204017096809,57.803817470298895,46.63317524429566,69.98910644212624,0.0,0.0
1.0,1000.0,100.0,106.62211974612083,55.69797375559364,49.56662201640704,68.26152216719609,0.0,0.0
1.0500000000000003,50.0,0.0,100.76484560494974,37.04774393717376,34.85271698525925,50.82542256754086,2.480458907437666,7.441376722313
1.0500000000000003,50.0,25.0,102.43561048998795,36.93971129412915,28.403033603604406,48.85084288437817,2.993173832663835,8.979521497991504
1.0500000000000003,50.0,50.0,103.85139704803801,38.82890658610674,29.430300008761698,50.56469805146535,0.9644961457705815,2.32196934725484
1.0500000000000003,50.0,75.0,105.30026976916864,39.62680710114114,24.52018894364985,50.276137539292286,0.35090609555189445,1.0527182866556832
1.0500000000000003,50.0,100.0,99.91916580698071,35.65274086910112,34.46324674613747,48.347219144036856,1.339171597633136,4.017514792899408
1.0500000000000003,100.0,0.0,107.68547642921408,46.54113856136798,39.277894297641964,56.85342310856447,1.4070875552619388,4.221262665785816
1.0500000000000003,100.0,25.0,110.19179556557071,47.964300740539564,36.496614425498315,57.20233779941951,0.7818226964131235,2.345468089239371
1.0500000000000003,100.0,50.0,112.61672637726909,48.18675903763049,29.984950325286228,53.83095534145701,0.0,0.0
